,使用者ID,是否匿名,留言時間,是否隱藏,訂單編號,給星,留言內容,商品規格
0,14408270.0,1.0,1585207626.0,0.0,38656035571632.0,5.0,,['黑-M']
1,53477665.0,1.0,1583942017.0,0.0,37459652830435.0,5.0,,['黑-S']
2,4038463.0,1.0,1583538533.0,0.0,36941850497288.0,5.0,,['黑-XL']
3,60818566.0,1.0,1582471158.0,0.0,35886288967932.0,5.0,,['黑-L']
4,78762269.0,1.0,1582126122.0,0.0,35449686154367.0,5.0,,['黑-M']
5,60818566.0,1.0,1581699017.0,0.0,34925161357863.0,5.0,,['黑-L']
6,27410206.0,1.0,1580842965.0,0.0,34191503063872.0,5.0,,['黑-M']
7,13408980.0,1.0,1580628364.0,0.0,33062092483714.0,5.0,,['黑-S']
8,27410206.0,1.0,1580492346.0,0.0,33844334842653.0,5.0,,['黑-L']
9,14155664.0,1.0,1579223131.0,0.0,32438082806183.0,5.0,,['白-M']
10,91933240.0,1.0,1578051264.0,0.0,31413450192773.0,2.0,,['黑-M']
11,141488626.0,1.0,1576108657.0,0.0,2279276132.0,5.0,,['黑-L']
12,198617717.0,1.0,1574389720.0,0.0,2175908544.0,5.0,,['黑-L']
13,19267388.0,1.0,1565755598.0,0.0,1626144930.0,5.0,,['白-M']
14,7843967.0,1.0,1565343052.0,0.0,1600470377.0,5.0,,['黑-M']
15,73027192.0,1.0,1565257379.0,0.0,1595616609.0,5.0,,['黑-L']
16,4513500.0,1.0,1564117508.0,0.0,1549655716.0,5.0,,"['白-L', '黑-L']"
17,16119611.0,1.0,1564057315.0,0.0,1551151615.0,5.0,,['黑-M']
18,15718491.0,1.0,1563793155.0,0.0,1510807956.0,5.0,,['白-M']
19,2296663.0,1.0,1563211004.0,0.0,1488347208.0,5.0,,['黑-M']
20,8921238.0,1.0,1562391514.0,0.0,1483470623.0,5.0,,['黑-S']
21,35768444.0,1.0,1561063093.0,0.0,1424383298.0,5.0,,['黑-M']
22,93798283.0,1.0,1560576038.0,0.0,1413834610.0,5.0,,['黑-M']
23,16335468.0,1.0,1559740217.0,0.0,1387569938.0,5.0,很舒適！^n但有點薄,['黑-L']
24,6218132.0,1.0,1558266973.0,0.0,1314199871.0,5.0,舒適好穿👍,['黑-L']
25,38047197.0,1.0,1556849170.0,0.0,1265749061.0,5.0,,['黑-XL']
26,21906045.0,1.0,1553505115.0,0.0,1160044769.0,5.0,,['白-M']
27,9851877.0,1.0,1551602914.0,0.0,1097791546.0,5.0,,['黑-L']
28,53014651.0,1.0,1551200472.0,0.0,1070852981.0,5.0,,['黑-L']
29,9851877.0,1.0,1551093321.0,0.0,1091531447.0,5.0,好穿，很符合我的需求！,['黑-L']
30,6218132.0,1.0,1551061913.0,0.0,1080021525.0,5.0,,['白-L']
31,6347391.0,1.0,1550410555.0,0.0,1072576902.0,5.0,,['黑-M']
32,4271651.0,1.0,1548506113.0,0.0,1023481765.0,5.0,,['黑-L']
33,15559363.0,1.0,1548492032.0,0.0,1026902001.0,5.0,,['白-L']
34,757717.0,1.0,1545708038.0,0.0,956085665.0,5.0,,['白-M']
35,15532273.0,1.0,1545496120.0,0.0,952029078.0,5.0,布料很透氣也很舒服只是好像有點薄很害羞，有機會試看看加厚款。,['黑-S']
36,2830824.0,1.0,1544484662.0,0.0,912955024.0,5.0,,['黑-XL']
37,4080442.0,1.0,1542028220.0,0.0,845614755.0,5.0,,['黑-XL']
38,38047197.0,1.0,1538625035.0,0.0,764506859.0,5.0,,['黑-XL']
39,3701392.0,1.0,1537906540.0,0.0,718552565.0,5.0,,['白-S']
40,81353296.0,1.0,1535932019.0,0.0,696290664.0,5.0,,['黑-S']
41,10368609.0,1.0,1534969093.0,0.0,658972408.0,5.0, 超讚的出貨速度 超讚的商品品質 超讚的CP值,['黑-S']
42,6735923.0,1.0,1531332739.0,0.0,612706717.0,5.0, 超讚的出貨速度,['黑-L']
43,4800912.0,1.0,1529455281.0,0.0,577813591.0,5.0, 超讚的出貨速度,['黑-XL']
44,25656653.0,1.0,1529155860.0,0.0,569473344.0,5.0,,['黑-M']
45,7122395.0,1.0,1525364153.0,0.0,506013644.0,5.0,,['黑-M']
46,4238387.0,1.0,1522905636.0,0.0,467741392.0,5.0, 超讚的出貨速度,['黑-S']
47,14000707.0,1.0,1521215290.0,0.0,443321792.0,5.0, 超讚的出貨速度 超讚的商品品質 超讚的CP值 超讚的服務,['黑-L']
48,642386.0,1.0,1520643425.0,0.0,432673217.0,5.0,,['黑-S']
49,26703229.0,1.0,1518349227.0,0.0,397763380.0,5.0, 超讚的出貨速度 ,['白-M']
50,1274354.0,1.0,1516792721.0,0.0,375599075.0,5.0, 超讚的CP值 超讚的服務,['黑-XL']
51,4528584.0,1.0,1514116165.0,0.0,331643998.0,5.0, 超讚的出貨速度,['黑-M']
52,29249654.0,1.0,1511931502.0,0.0,306827967.0,5.0,,['白-S']
53,12822785.0,1.0,1511089174.0,0.0,294887342.0,5.0, 超讚的服務,['黑-S']
54,20429351.0,1.0,1509859744.0,0.0,270974318.0,5.0, 超讚的商品品質,['黑-L']
55,4464203.0,1.0,1509689526.0,0.0,273344904.0,5.0,,['黑-S']
56,6098364.0,1.0,1509433272.0,0.0,271406826.0,5.0, 超讚的商品品質,"['黑-L', '白-L']"
57,6098364.0,1.0,1509433272.0,0.0,271406826.0,5.0, 超讚的商品品質,"['黑-L', '白-L']"
58,20684368.0,1.0,1507544108.0,0.0,249568420.0,5.0,,['黑-L']
59,3578800.0,1.0,1505999714.0,0.0,236971748.0,5.0, 超讚的商品品質 超讚的商品品質 超讚的CP值 超讚的出貨速度,['黑-M']
60,11836874.0,1.0,1505693327.0,0.0,233049238.0,5.0,,"['黑-L', '白-L']"
61,11836874.0,1.0,1505693327.0,0.0,233049238.0,5.0,,"['黑-L', '白-L']"
62,27427528.0,1.0,1505099165.0,0.0,221786788.0,5.0, 超讚的出貨速度,['黑-L']
63,23373288.0,1.0,1504964748.0,0.0,225997976.0,5.0,,['黑-L']
64,3995491.0,1.0,1503790180.0,0.0,213399084.0,5.0, 超讚的出貨速度 超讚的出貨速度 超讚的商品品質 超讚的CP值,['黑-L']
65,3727042.0,1.0,1502252072.0,0.0,198868052.0,5.0, 超讚的商品品質 超讚的出貨速度 超讚的CP值 超讚的服務,['黑-L']
66,5373627.0,1.0,1501487999.0,0.0,189251734.0,5.0,,['黑-S']
67,13171946.0,1.0,1499817794.0,0.0,164196525.0,5.0,,"['黑-M', '白-M']"
68,13171946.0,1.0,1499817794.0,0.0,164196525.0,5.0,,"['黑-M', '白-M']"
69,4513500.0,1.0,1497061155.0,0.0,150087989.0,5.0,,"['黑-L', '白-L']"
70,4513500.0,1.0,1497061155.0,0.0,150087989.0,5.0,,"['黑-L', '白-L']"
71,21365749.0,1.0,1496670518.0,0.0,144685052.0,3.0,,['黑-XL']
72,12497091.0,1.0,1494075680.0,0.0,132672589.0,5.0, 超讚的出貨速度,['黑-M']
73,14501141.0,1.0,1492756137.0,0.0,124018954.0,5.0,,['黑-S']
74,7596452.0,1.0,1491286404.0,0.0,115562139.0,5.0, 超讚的出貨速度,['黑-M']
75,1812950.0,1.0,1489488942.0,0.0,107337035.0,5.0,,['黑-S']
76,8441959.0,1.0,1486606609.0,0.0,93795889.0,5.0, 超讚的CP值,['黑-L']
77,7420941.0,1.0,1478820279.0,0.0,61786882.0,5.0,,['黑-M']
78,1812950.0,1.0,1476342284.0,0.0,52355359.0,5.0,,['黑-M']
0,4512036.0,1.0,1585499559.0,0.0,38421304342494.0,5.0,,['黑-XL']
1,53191647.0,1.0,1585465005.0,0.0,38657598451934.0,5.0,本以為應該有些差強人意，意外發現穿起來還蠻挺的，也不會不舒服，有束著的感覺但其實還好，包覆性還可以。,"['灰-2XL', '黑-2XL']"
2,15478604.0,1.0,1585393848.0,0.0,38797224017511.0,5.0,,['灰-M']
3,234023735.0,1.0,1585369942.0,0.0,38347393111260.0,1.0,品質差質量差布料差！,['黑-S']
4,30275792.0,1.0,1585304534.0,0.0,38593621363809.0,4.0,,['黑-L']
5,26101155.0,1.0,1585294485.0,0.0,38823170263994.0,5.0,,['黑-XL']
6,19258134.0,1.0,1585287426.0,0.0,38761761671329.0,5.0,,['黑-XL']
7,18602413.0,1.0,1585271041.0,0.0,38486627513240.0,5.0,,['黑-L']
8,15597557.0,1.0,1585254133.0,0.0,38801098711143.0,5.0,買過L但因為變瘦了 想說改買m但是有點太小了還是給好評^n 好賣家,['黑-M']
9,19254704.0,1.0,1585248495.0,0.0,38090946026737.0,5.0,寄件很超快速！包裝也很紮實！物美價廉！^n謝謝賣家！收到貨品很開心！,['黑-XL']
10,640433.0,1.0,1585231461.0,0.0,38584043430125.0,5.0,,['黑-2XL']
11,5979919.0,1.0,1585176422.0,0.0,38408558542783.0,5.0,,"['灰-XL', '黑-XL']"
12,55390655.0,1.0,1585132006.0,0.0,38629814976426.0,5.0,,['黑-M']
13,21926645.0,1.0,1585130727.0,0.0,38334602047843.0,5.0,,['黑-L']
14,2662181.0,1.0,1585104464.0,0.0,38576885584898.0,5.0,,['黑-L']
15,97406884.0,1.0,1585061953.0,0.0,37864474822229.0,5.0,,['灰-M']
16,15371232.0,1.0,1585019369.0,0.0,38315529347439.0,5.0,謝謝您我收到貨了 貨品優良出貨速度快 真是位優秀的賣家 期待下次與您交易^n,['灰-L']
17,18745848.0,1.0,1585001127.0,0.0,37751405819546.0,5.0,,"['灰-XL', '黑-XL']"
18,132060157.0,1.0,1584989950.0,0.0,38300984623163.0,5.0,,"['灰-L', '黑-L']"
19,66686730.0,1.0,1584965856.0,0.0,37965909902270.0,5.0,,['灰-XL']
20,111275824.0,1.0,1584926131.0,0.0,38158654071329.0,5.0,,['黑-M']
21,47733924.0,1.0,1584870595.0,0.0,38336452299279.0,5.0,,['黑-XL']
22,10114193.0,1.0,1584850558.0,0.0,38322614989729.0,5.0,,"['灰-L', '黑-L']"
23,667363.0,1.0,1584663841.0,0.0,38073917610884.0,5.0,,['黑-L']
24,667363.0,1.0,1584663824.0,0.0,37745953741146.0,5.0,,['黑-L']
25,5436664.0,1.0,1584603029.0,0.0,38019898341559.0,5.0,,['黑-L']
26,81097980.0,1.0,1584547282.0,0.0,37751770025430.0,5.0,,['灰-S']
27,60829086.0,1.0,1584454245.0,0.0,37773364333853.0,5.0,,"['灰-S', '黑-S']"
28,9275552.0,1.0,1584276744.0,0.0,37724931670185.0,5.0,,['黑-L']
29,94145774.0,1.0,1584256382.0,0.0,37380273239328.0,5.0,,['黑-XL']
30,4029234.0,1.0,1584202250.0,0.0,37289479424497.0,5.0,,['黑-S']
31,25567829.0,1.0,1584202199.0,0.0,37466337648526.0,5.0,,['灰-XL']
32,9535254.0,1.0,1584175352.0,0.0,37634168087504.0,5.0,,"['灰-XL', '黑-XL']"
33,168434313.0,1.0,1584093572.0,0.0,36557801054734.0,3.0,,['黑-M']
34,109665123.0,1.0,1584030932.0,0.0,37517995443506.0,3.0,穿起來顯胸小…^n我34B，穿L是感覺合身的^n但是就是看起來胸小了TT,['灰-L']
35,45984117.0,1.0,1584017714.0,0.0,37452159860877.0,5.0,,['黑-S']
36,138464224.0,1.0,1583915562.0,0.0,37454384031532.0,5.0,,['黑-XL']
37,227080981.0,1.0,1583817670.0,0.0,37170066574943.0,5.0,試穿後覺得還滿舒適的，顏色也很好看，出貨的速度也很快，品質也不錯 。,"['灰-M', '黑-M']"
38,163572793.0,1.0,1583802689.0,0.0,36331338626089.0,5.0,,['灰-L']
39,17486301.0,1.0,1583748690.0,0.0,36749202851133.0,5.0,,['黑-2XL']
40,225114393.0,1.0,1583739071.0,0.0,37004713570513.0,5.0,,['灰-S']
41,77519651.0,1.0,1583714152.0,0.0,37088014319600.0,5.0,,['灰-XL']
42,2898774.0,1.0,1583682124.0,0.0,37167532279044.0,5.0,第2次回購了，商品真的不錯，讓我在跑步時很舒服沒負擔的跑下去👍👍👍👍👍👍,['黑-2XL']
43,5525674.0,1.0,1583681435.0,0.0,36777222386351.0,5.0,,['灰-2XL']
44,11532379.0,1.0,1583593008.0,0.0,37167643692327.0,5.0,,"['灰-L', '灰-S']"
45,4672793.0,1.0,1583566504.0,0.0,37006650169061.0,5.0,,"['灰-L', '黑-L']"
46,2898774.0,1.0,1583420375.0,0.0,36950486370582.0,5.0,商品包裝完整，品質也不錯，寄件也算快，收到商品是符合期待的，希望穿上運動，可以讓我覺得是很值得購買的一件運動內衣，有機會一定會在回購唷，謝謝,['黑-2XL']
47,392507.0,1.0,1583418807.0,0.0,36680589558367.0,5.0,出貨快，商品很好，很舒服，容易穿脫，看評價說案尺寸有點鴨胸，所以買大一號，穿起來舒服但這尺寸還是不適合運動，如果是要運動穿還是照尺寸買就好～,['黑-XL']
48,167479156.0,1.0,1583379295.0,0.0,36735765361368.0,5.0,,['灰-L']
49,26276267.0,1.0,1583377705.0,0.0,36687324844745.0,4.0,,['灰-M']
50,4672793.0,1.0,1583306874.0,0.0,36792367179331.0,5.0,,['黑-M']
51,37606559.0,1.0,1583288401.0,0.0,36700936851049.0,4.0,,"['灰-XL', '黑-XL']"
52,29588679.0,1.0,1583123189.0,0.0,35985045040295.0,5.0,,['灰-L']
53,36195730.0,1.0,1583029063.0,0.0,35921121148785.0,4.0,,['灰-M']
54,37773038.0,1.0,1582971112.0,0.0,36372250034687.0,5.0,,"['灰-2XL', '黑-2XL']"
55,30090026.0,1.0,1582968166.0,0.0,36337241277643.0,5.0,,"['灰-L', '黑-L']"
56,86430402.0,1.0,1582946316.0,0.0,36155594130111.0,5.0,,['黑-M']
57,38937234.0,1.0,1582834752.0,0.0,35393605219856.0,5.0,,['灰-M']
58,159287031.0,1.0,1582810392.0,0.0,35833337872341.0,5.0,,['黑-L']
59,17577657.0,1.0,1582787227.0,0.0,34405795741498.0,5.0,,['黑-M']
60,230324338.0,1.0,1582764746.0,0.0,36259505955958.0,5.0,,['灰-2XL']
61,3091850.0,1.0,1582737625.0,0.0,34959975994541.0,5.0,,"['灰-2XL', '黑-3XL']"
62,38231580.0,1.0,1582710591.0,0.0,35973807724798.0,5.0,,['黑-3XL']
63,26581667.0,1.0,1582707352.0,0.0,35974406695842.0,5.0,,['黑-XL']
64,1632565.0,1.0,1582682524.0,0.0,36180387966039.0,5.0,,['黑-XL']
65,53780443.0,1.0,1582590772.0,0.0,35277935417519.0,5.0,,"['灰-L', '黑-L']"
66,117425197.0,1.0,1582542991.0,0.0,35550164753979.0,5.0,,['灰-S']
67,16866793.0,1.0,1582466067.0,0.0,35902264534385.0,5.0,,['灰-M']
68,33502714.0,1.0,1582431701.0,0.0,35921102046384.0,5.0,,"['灰-2XL', '黑-2XL']"
69,6728180.0,1.0,1582382903.0,0.0,34609664335701.0,5.0,,['灰-L']
70,41375137.0,1.0,1582262457.0,0.0,35717693631804.0,5.0,穿起來很舒服，感覺買對了！CP值很好，超及推薦！以後有機會再回購,"['灰-M', '黑-L']"
71,156370161.0,1.0,1582155246.0,0.0,33648068202713.0,5.0,,['灰-S']
72,8791015.0,1.0,1582123998.0,0.0,35595530606191.0,5.0,,['黑-L']
73,29396751.0,1.0,1582055293.0,0.0,35131339878934.0,5.0,,['黑-S']
74,7237025.0,1.0,1581734301.0,0.0,35042076176516.0,5.0,,"['灰-XL', '黑-XL']"
75,6163659.0,1.0,1581722409.0,0.0,34825615032525.0,5.0,,"['灰-2XL', '黑-2XL']"
76,10740116.0,1.0,1581715550.0,0.0,34920238601319.0,5.0,,['黑-L']
77,29304023.0,1.0,1581700233.0,0.0,34768720966248.0,5.0,,['灰-XL']
78,10625166.0,1.0,1581693723.0,0.0,35197059798314.0,5.0,,['黑-L']
79,29077046.0,1.0,1581684285.0,0.0,34769039976062.0,5.0,,['黑-S']
80,4429852.0,1.0,1581663649.0,0.0,34892387757839.0,5.0,,['黑-L']
81,26253446.0,1.0,1581663282.0,0.0,34959999881231.0,5.0,,['黑-XL']
82,167079537.0,1.0,1581603689.0,0.0,34530576496703.0,5.0,,['黑-M']
83,88798720.0,1.0,1581555686.0,0.0,34876730192405.0,5.0,,['黑-L']
84,1920090.0,1.0,1581520479.0,0.0,35082098131175.0,5.0,可惜雖然有按照尺寸買的卻穿不下，但出貨真的很快就是了,"['灰-2XL', '黑-3XL']"
85,6289577.0,1.0,1581426885.0,0.0,34786863562311.0,5.0,,"['灰-M', '黑-M']"
86,60833779.0,1.0,1581342803.0,0.0,34753078879776.0,5.0,,['黑-L']
87,30641245.0,1.0,1581271292.0,0.0,33733250873396.0,1.0,前面的拉練穿久了不舒服,['黑-3XL']
88,54185394.0,1.0,1581264297.0,0.0,34515602047980.0,5.0,,"['灰-XL', '灰-L']"
89,204182766.0,1.0,1581145528.0,0.0,34178895632457.0,5.0,,['灰-XL']
90,181208499.0,1.0,1581127781.0,0.0,34521923535690.0,5.0,,['灰-XL']
91,3618571.0,1.0,1581101662.0,0.0,34606225847642.0,5.0,,['黑-3XL']
92,115710615.0,1.0,1581076266.0,0.0,34426961745764.0,5.0,,"['灰-2XL', '黑-2XL']"
93,75096746.0,1.0,1581000150.0,0.0,33749043208175.0,5.0,無鋼圈的運動內衣舒適好穿…讚！,['灰-L']
94,7997139.0,1.0,1580987453.0,0.0,33982189028543.0,5.0,,['灰-S']
95,1318516.0,1.0,1580948749.0,0.0,33930532658420.0,5.0,超讚的出貨速度、商品品質、CP值高，商品質感高又便宜，蝦皮優質賣家，大推～,['灰-XL']
96,52345498.0,1.0,1580819286.0,0.0,33628440230510.0,5.0,,['灰-S']
97,317523.0,1.0,1580814980.0,0.0,34180298148018.0,5.0,,"['灰-L', '黑-L']"
98,192328972.0,1.0,1580800305.0,0.0,34141375269978.0,5.0,,"['灰-2XL', '黑-2XL']"
99,54185394.0,1.0,1580755247.0,0.0,33643667113300.0,4.0,,"['黑-XL', '黑-L']"
0,2485605.0,1.0,1585493734.0,0.0,38847462955203.0,5.0,,"['裸美膚,XL']"
1,114479679.0,1.0,1585479329.0,0.0,38922535928734.0,5.0,,"['魅惑黑,M', '魅惑黑,S']"
2,3518809.0,1.0,1585453141.0,0.0,38598606517063.0,5.0,,"['優雅灰,M']"
3,81279415.0,1.0,1585401633.0,0.0,38837842229382.0,5.0,材質軟柔.有彈性.穿上很舒服....不錯的商品.........,"['甜蜜粉,L']"
4,68134236.0,1.0,1585356525.0,0.0,38572667560459.0,5.0,,"['裸美膚,M']"
5,1274647.0,1.0,1585324812.0,0.0,38455938583312.0,5.0,,"['魅惑黑,M']"
6,11810506.0,1.0,1585307376.0,0.0,38534192676890.0,5.0,,"['裸美膚,M', '甜蜜粉,M']"
7,7369731.0,1.0,1585289919.0,0.0,38494150685412.0,4.0,,"['魅惑黑,M']"
8,1483064.0,1.0,1585187253.0,0.0,38506686381392.0,5.0,,"['甜蜜粉,M', '甜蜜粉,S']"
9,17645384.0,1.0,1585150760.0,0.0,38423500659509.0,5.0,,"['魅惑黑,S', '裸美膚,S']"
10,9561830.0,1.0,1585147602.0,0.0,38503941533863.0,5.0,,"['裸美膚,M']"
11,3222892.0,1.0,1585147473.0,0.0,38418080826565.0,5.0,,"['魅惑黑,L', '裸美膚,L', '優雅灰,L']"
12,32272623.0,1.0,1585130046.0,0.0,38476476501107.0,5.0,,"['魅惑黑,M']"
13,32122193.0,1.0,1585120609.0,0.0,37443482491175.0,5.0,,"['魅惑黑,L']"
14,112814245.0,1.0,1585104236.0,0.0,37809304760078.0,5.0,,"['優雅灰,S', '甜蜜粉,S']"
15,6394865.0,1.0,1585047718.0,0.0,38213643983219.0,5.0,👍,"['魅惑黑,L']"
16,10009919.0,1.0,1584962618.0,0.0,38160466524021.0,5.0,,"['魅惑黑,XL', '魅惑黑,L', '裸美膚,XL', '優雅灰,XL', '優雅灰,L']"
17,10087612.0,1.0,1584889865.0,0.0,38154518143962.0,5.0,,"['甜蜜粉,S']"
18,11810506.0,1.0,1584834912.0,0.0,37342474682875.0,5.0,品質很好，出貨迅速的店家！,"['裸美膚,M', '甜蜜粉,M']"
19,59657032.0,1.0,1584772859.0,0.0,38202397621151.0,5.0,,"['魅惑黑,M', '優雅灰,M']"
20,11832727.0,1.0,1584772339.0,0.0,37885856460650.0,5.0,,"['魅惑黑,S']"
21,1591512.0,1.0,1584713468.0,0.0,37764048854955.0,5.0,,"['魅惑黑,S', '優雅灰,S', '甜蜜粉,S']"
22,132290019.0,1.0,1584626940.0,0.0,36929085064684.0,5.0,,"['魅惑黑,S']"
23,5342940.0,1.0,1584459274.0,0.0,37029883648094.0,5.0,,"['魅惑黑,L']"
24,22590390.0,1.0,1584458907.0,0.0,37464482698626.0,5.0,,"['魅惑黑,XL', '優雅灰,XL', '優雅灰,L']"
25,5656641.0,1.0,1584378123.0,0.0,37338598133063.0,5.0,很好穿舒服～～～～,"['優雅灰,L']"
26,106821069.0,1.0,1584143469.0,0.0,37514249213150.0,5.0,,"['魅惑黑,XL']"
27,27575297.0,1.0,1584105775.0,0.0,37506900784582.0,5.0,,"['魅惑黑,L', '優雅灰,XL']"
28,28517979.0,1.0,1584100059.0,0.0,37362707443529.0,5.0,很棒的賣場 有機會會再回購的,"['裸美膚,M', '優雅灰,M', '甜蜜粉,M']"
29,59325395.0,1.0,1584088305.0,0.0,37451615954322.0,5.0,,"['裸美膚,M', '優雅灰,M', '甜蜜粉,M']"
30,60092968.0,1.0,1583908763.0,0.0,36917817688659.0,5.0,,"['魅惑黑,L', '裸美膚,L']"
31,14276753.0,1.0,1583882389.0,0.0,37071844916150.0,5.0,超讚的商品品質～～～超讚的cp值～～～超讚的出貨速度～～～超讚的服務～～～有需要會再回購唷,"['優雅灰,L', '甜蜜粉,L']"
32,12653051.0,1.0,1583678581.0,0.0,37118995694229.0,5.0,,"['魅惑黑,XL', '裸美膚,XL']"
33,99883412.0,1.0,1583636425.0,0.0,36078058727870.0,5.0,,"['魅惑黑,L', '優雅灰,L']"
34,37860626.0,1.0,1583579285.0,0.0,37009763011366.0,5.0,,"['魅惑黑,XL', '優雅灰,XL']"
35,5698631.0,1.0,1583579280.0,0.0,36747704960743.0,5.0,,"['魅惑黑,L', '裸美膚,L', '優雅灰,L', '甜蜜粉,L']"
36,225557380.0,1.0,1583508814.0,0.0,36944169738651.0,5.0,,"['魅惑黑,XL']"
37,12586569.0,1.0,1583502410.0,0.0,36506078179013.0,5.0,,"['裸美膚,L', '優雅灰,L', '甜蜜粉,L']"
38,8372070.0,1.0,1583501266.0,0.0,36941073494119.0,4.0,,"['魅惑黑,XL', '甜蜜粉,XL']"
39,2724641.0,1.0,1583410043.0,0.0,36598450920310.0,5.0,,"['裸美膚,M']"
40,98960265.0,1.0,1583382421.0,0.0,36775742285561.0,5.0,,"['裸美膚,M', '優雅灰,M']"
41,9103258.0,1.0,1583378006.0,0.0,36770435657086.0,5.0,,"['魅惑黑,L', '裸美膚,L', '優雅灰,L', '甜蜜粉,L']"
42,82494081.0,1.0,1583326869.0,0.0,36727770482315.0,5.0,,"['魅惑黑,XL', '甜蜜粉,XL']"
43,32820383.0,1.0,1583042896.0,0.0,36138897155586.0,5.0,,"['魅惑黑,M']"
44,120710830.0,1.0,1582975444.0,0.0,36414194852626.0,5.0,,"['裸美膚,M', '甜蜜粉,M']"
45,32476441.0,1.0,1582900816.0,0.0,36324944504879.0,5.0,寄貨很快，包裝精美，材質也舒服。,"['魅惑黑,L', '裸美膚,L']"
46,133234523.0,1.0,1582716109.0,0.0,36122349979324.0,5.0,出貨速度快如閃電，商品包裝完整，每件內衣都一件一個包裝，內衣材質佳，物美價廉CP值超高，已經一買再買，這是第三次回購~值得大推的賣家,"['優雅灰,XL', '甜蜜粉,XL']"
47,2912259.0,1.0,1582641742.0,0.0,35904867609895.0,5.0,,"['魅惑黑,M']"
48,5121937.0,1.0,1582571783.0,0.0,35676544879884.0,5.0,,"['魅惑黑,XL']"
49,67755507.0,1.0,1582382630.0,0.0,35824137510648.0,4.0,,"['優雅灰,M']"
50,17974198.0,1.0,1582360391.0,0.0,35701299796766.0,5.0,,"['甜蜜粉,L']"
51,2912259.0,1.0,1582205568.0,0.0,35461661728198.0,5.0,超舒服的,"['魅惑黑,L']"
52,1274647.0,1.0,1582041695.0,0.0,35300710658098.0,5.0,,"['魅惑黑,M']"
53,6394865.0,1.0,1582040566.0,0.0,35217585122812.0,5.0,👍,"['魅惑黑,L']"
54,22610698.0,1.0,1582025910.0,0.0,34969989326123.0,5.0,,"['裸美膚,M']"
55,9951800.0,1.0,1581952228.0,0.0,35392435297992.0,5.0,,"['裸美膚,S', '甜蜜粉,S']"
56,114479679.0,1.0,1581920385.0,0.0,35433747192406.0,5.0,,"['魅惑黑,L', '魅惑黑,M', '裸美膚,M']"
57,47710301.0,1.0,1581866394.0,0.0,35162776577067.0,5.0,摸起來很舒服 冰冰涼涼的 穿起來也很舒適 胸墊也能拆下來👍👍👍👍👍,"['魅惑黑,XL']"
58,99883412.0,1.0,1581773760.0,0.0,35093884571864.0,5.0,,"['裸美膚,M', '甜蜜粉,M']"
59,182409175.0,1.0,1581693581.0,0.0,35194750942896.0,5.0,,"['魅惑黑,L', '裸美膚,L', '優雅灰,L', '甜蜜粉,L']"
60,9606131.0,1.0,1581480589.0,0.0,34746828667997.0,5.0,超讚的出貨速度！超讚的商品品質！還沒試穿，但摸起來質感還不錯，好賣家！,"['魅惑黑,S', '甜蜜粉,S']"
61,185931372.0,1.0,1581086203.0,0.0,34470909005402.0,5.0,,"['魅惑黑,S']"
62,170516454.0,1.0,1580878505.0,0.0,33926117685466.0,5.0,,"['魅惑黑,L']"
63,10468185.0,1.0,1580706073.0,0.0,33984672747029.0,5.0,,"['魅惑黑,XL']"
64,41593435.0,1.0,1580642359.0,0.0,34005866310638.0,5.0,,"['裸美膚,L', '優雅灰,L', '甜蜜粉,L']"
65,12061317.0,1.0,1580176114.0,0.0,32941029088212.0,5.0,非常非常好的賣家，從寄件到收貨都會另外通知，真的很貼心，真的覺得很棒。,"['魅惑黑,XL', '裸美膚,XL', '優雅灰,XL', '甜蜜粉,XL']"
66,108370516.0,1.0,1579859810.0,0.0,33131665612539.0,5.0,忘了是第二次和第三次回購了包裝換了。不過材質還是一樣摸起來很舒服,"['魅惑黑,L']"
67,1418675.0,1.0,1579361257.0,0.0,32886359143941.0,5.0,,"['裸美膚,S']"
68,123355715.0,1.0,1579243328.0,0.0,32846754192374.0,5.0,,"['魅惑黑,XL', '裸美膚,XL']"
69,14303025.0,1.0,1577636993.0,0.0,30624375824599.0,5.0,,"['魅惑黑,L']"
70,37784270.0,1.0,1577383042.0,0.0,30755660020342.0,5.0,,"['裸美膚,XL']"
71,3210393.0,1.0,1577093499.0,0.0,2355062294.0,5.0,,"['魅惑黑,S']"
72,72456187.0,1.0,1577030420.0,0.0,2349973383.0,5.0,,"['裸美膚,M', '甜蜜粉,M']"
73,37784270.0,1.0,1576379872.0,0.0,2300860429.0,5.0,,"['裸美膚,L']"
74,195819731.0,1.0,1575778332.0,0.0,2230884590.0,4.0,,"['魅惑黑,S']"
75,95516747.0,1.0,1575767289.0,0.0,2257281590.0,5.0,質感輕薄透氣舒服也很柔軟，不過似乎墊片太厚了，穿起來的效果會不會太閃眼啊,"['魅惑黑,L', '優雅灰,L']"
76,147483366.0,1.0,1575240429.0,0.0,2217860742.0,5.0,,"['魅惑黑,S']"
77,13530520.0,1.0,1573878801.0,0.0,2150318662.0,5.0,,"['魅惑黑,XL']"
78,133234523.0,1.0,1573733748.0,0.0,2112166766.0,5.0,閃電般的出貨速度，商品品質優CP值超高，服務佳主動聯絡出貨的時間，還有貼心小禮物，真是令人感動！^n值得一再回購，超優超讚的賣家！,"['魅惑黑,XL', '優雅灰,XL', '甜蜜粉,XL']"
